Experimento,No.,Clase,max_b1,max_b2,max_b3,max_b4,max_b5,max_b6,max_b7,max_b8,min_b1,min_b2,min_b3,min_b4,min_b5,min_b6,min_b7,min_b8,coe_cor_min,coe_cor_prom,coe_cor_max,con_min_ene,con_max_ene_pro,con_max_ene,cen_con_min,cen_con_prom,cen_con_max,des_est_sum_pro,rol_inv_min,rol_inv_prom,rol_inv_max,sum_ene_pro,ent_min,ent_prom,ent_max,spre_min,spre_prom,spre_max,kur_min,kur_prom,kur_max,asim_min,asim_prom,asim_max,deca_min,deca_prom,deca_max,max_b1,max_b2,max_b3,max_b4,max_b5,max_b6,min_b1,min_b2,min_b3,min_b4,min_b5,min_b6,rms_min,rms_prom,rms_max,rol_min,rol_prom,rol_max,cen_min,cen_prom,cen_max,corre_min,corre_prom,corre_max,ent_min,ent_prom,ent_max,no_sismo,tremor,impacto
M_V_03_D_01,63,1,5.304056182,9.366514366,9.552106217,3.26551768,2.819649828,2.396825498,3.366274465,2.426433846,3.00422157,6.932347689,5.613155365,0.932176025,0.837660433,0.740276543,1.067756076,0.728782754,0,0.214273281,0.976194598,15,33,39,1266.708769,1485.451614,1638.026843,8.882117225,92,102.1666667,107,30.74181112,0.718617635,0.79854787,0.840158285,919.1979356,1036.867116,1086.473258,2.349942221,3.017283932,4.425609948,0.779022152,1.050256669,1.521239699,0.029237854,0.034665629,0.041450836,8.181204956,11.57269889,10.96733042,12.71243764,12.54731102,8.919392472,5.334201968,5.599206309,6.866267631,7.02154689,8.177188437,3.480503959,6.513207735,16.24096805,28.08337197,111,114.2857143,118,42.2926183,46.34943078,48.81370035,0.754173521,0.799042522,0.835770775,0.881723543,0.907771501,0.936317697,3,4,0
M_V_03_E_01,64,1,9.149717748,10.95640327,8.430664616,2.516536934,1.768688436,1.940424272,2.687076894,1.481333099,6.280682769,5.598679634,5.163560158,1.158499007,0.728237094,0.766843834,1.100949581,0.614084818,0,0.217362615,0.971186905,7,19.66666667,40,1127.306747,1215.725306,1318.481863,9.016967298,88,93.16666667,99,31.11804777,0.741738013,0.784353918,0.817332996,944.4305814,971.1753449,1039.272669,3.092442223,3.793033701,4.291894027,1.114951365,1.320508437,1.451752038,0.04794285,0.052949882,0.060659553,8.256161611,10.42567817,11.9461391,10.10532243,10.46878468,7.375994205,5.166756123,6.101690852,6.739812725,6.466491449,6.143035465,3.800840196,5.853684737,13.75402822,21.93206842,111,114,116,43.21926741,46.26988214,48.76221012,0.71666168,0.777404571,0.840136361,0.872777642,0.897064039,0.91687636,5,2,0
M_V_03_F_01,65,1,9.149717243,10.95638002,8.430650624,2.516574109,1.768677899,1.940429257,2.68711414,1.481214922,6.280669579,5.59867978,5.163564242,1.158489903,0.72821654,0.766833172,1.100990459,0.614067619,0,0.217362671,0.971187693,7,19.66666667,40,1127.306716,1215.72234,1318.47742,9.016436938,88,93.16666667,99,31.11798902,0.741737901,0.784353746,0.817333192,944.4257973,971.1711801,1039.265454,3.092446014,3.793016948,4.291864777,1.114949686,1.32050438,1.451747976,0.047943242,0.052949852,0.060659743,7.961984832,10.48015696,11.70286767,11.72417828,11.127654,7.726836296,4.431033998,5.596554956,6.516282934,8.436094182,6.737388775,4.197618937,17.00080421,27.66704007,45.24296389,113,116,119,43.45353247,47.39538716,49.82869335,0.733120977,0.785268366,0.843722625,0.88126043,0.899322431,0.919198717,2,5,0
M_V_03_G_01,66,1,7.042385925,3.451537656,6.566560699,1.768258965,1.372417535,0.948429776,1.061154988,0.743622615,2.856628683,2.560756891,5.387307087,1.36626557,1.029854558,0.808977985,0.734786355,0.479143017,0,0.214913929,0.977842926,7,28.33333333,40,1116.954627,1268.618477,1395.896873,10.54365674,80,87.33333333,93,19.06921291,0.679576793,0.695580075,0.722940128,921.4395811,940.8861521,966.6232176,3.297810281,3.617776761,4.043112611,1.002166879,1.131551694,1.286870883,0.043408691,0.048980491,0.055806011,8.775541672,10.90556775,7.033406324,10.27940098,10.41320737,6.0581494,6.870785584,6.136235371,3.452987734,4.624991857,5.415459653,3.000738235,13.13838603,32.57682482,47.59357559,109,113.5714286,116,40.74159992,44.42467034,46.81889611,0.732054525,0.781326058,0.839639721,0.868949697,0.888338457,0.916112593,5,2,0
M_V_03_H_01,67,1,8.652066283,5.419214728,7.690820512,2.124197008,1.462745237,1.051592004,1.275542052,0.996063638,5.678914998,2.859733974,3.649803295,1.177608206,0.741750232,0.537577038,0.704943858,0.463127111,0,0.218312002,0.980964865,8,9,10,1105.908487,1163.447656,1216.776897,13.6788333,80,84,90,23.53231265,0.673191111,0.729093317,0.752903354,923.8985312,948.4093917,972.5748494,3.736178343,3.922125182,4.062230336,1.229744879,1.278393454,1.335215271,0.048263554,0.053690514,0.060854301,9.636711449,8.403686399,10.39414802,8.834444954,9.715338135,7.649154531,5.614553815,4.553971611,4.235872248,5.068038651,7.397489808,4.411811782,17.24048651,29.12739062,35.09251167,116,118.1428571,120,45.61563407,47.06597166,48.63100533,0.749012848,0.802482863,0.850923409,0.877449662,0.89405443,0.911730987,3,4,0
M_V_04_E_01,68,1,2.633800438,8.319827573,8.88277332,1.982802227,1.327680965,2.05380607,2.336201431,0.688217417,1.687058546,7.124016798,6.754159466,1.468529984,1.011534667,1.299267276,1.34496215,0.369322686,0,0.220607165,0.981220597,30,31.33333333,32,1350.560062,1397.135355,1475.083028,7.02196001,89,92.33333333,97,24.50185553,0.702337214,0.723518685,0.756000413,836.6546401,875.7259955,955.9031415,2.975155805,3.606441178,4.095801814,1.05158485,1.259556489,1.396496254,0.031740488,0.034206859,0.0359499,8.256161611,10.42567817,11.9461391,10.10532243,10.46878468,7.375994205,5.166756123,6.101690852,6.739812725,6.466491449,6.143035465,3.800840196,5.853684737,13.75402822,21.93206842,111,114,116,43.21926741,46.26988214,48.76221012,0.71666168,0.777404571,0.840136361,0.872777642,0.897064039,0.91687636,5,2,0
M_V_04_F_01,69,1,4.919615141,10.31992812,7.29647985,2.138801453,1.51969812,1.845038101,1.845416162,0.439671571,2.442451028,6.676833348,4.567169903,1.261838506,0.862329255,1.136726514,0.916428597,0.238638378,0,0.219385949,0.978516549,28,30.66666667,34,1250.677494,1265.942884,1287.03013,6.853153544,87,88.5,90,23.9291856,0.708727834,0.740973726,0.76668628,845.8898586,879.6033074,906.9816279,3.643379368,3.755701967,3.986708136,1.266358667,1.299991632,1.359562893,0.035797451,0.038444178,0.042291318,9.774417619,12.53356726,13.02003542,12.81359029,13.31618689,7.294197733,6.040630314,6.584228398,6.763778706,6.471218836,7.883744384,3.88255357,24.01065844,37.02146657,47.0623755,114,115.4285714,119,42.78407737,45.54062023,48.16026463,0.748180482,0.792931275,0.851957161,0.888849884,0.905580835,0.929743891,5,2,0
M_V_04_G_01,70,1,2.997402617,8.77849842,6.01142036,1.826985409,1.391812974,2.074999351,1.655626863,0.552708249,2.116884703,6.754592866,1.632771772,1.181349324,1.045290248,0.749817402,0.68732582,0.399599012,0,0.199097159,0.987146176,22,29.5,33,1185.051934,1345.502961,1390.219975,6.898616144,84,91.5,94,20.72005541,0.636364305,0.703230444,0.736671052,907.2186881,928.2643337,937.6196661,3.115801322,3.353730504,4.006710818,1.085896004,1.182565921,1.430101157,0.026660719,0.029598829,0.032591687,7.113569729,10.77161706,10.27845484,9.344715381,11.10351448,7.08715689,5.692681874,6.621599818,6.536856782,5.872878239,6.394883908,3.932631762,21.87589284,31.61620563,44.21418925,112,116.2857143,119,44.19038314,46.14086668,48.06344057,0.700491717,0.776815305,0.822500825,0.874367247,0.898588981,0.921094512,5,2,0
M_V_04_H_01,71,1,8.622057078,9.070615987,7.097383019,2.681263444,1.982218647,1.489741752,1.815771066,0.877708396,6.026441309,5.444955118,4.081777899,1.41877491,1.097869328,0.898400338,1.048060839,0.518321536,0,0.216905029,0.97486018,7,11.66666667,27,1101.343934,1183.616974,1288.090601,8.249218419,86,89.16666667,93,27.80842958,0.723809161,0.771144194,0.797949692,939.1981684,961.041305,977.4104844,3.298094597,3.696622672,4.089934838,1.140785548,1.267086585,1.402396128,0.042628116,0.04862513,0.054501915,7.338687292,10.26243734,9.542080422,10.5006193,11.26298265,6.657706143,4.230149534,7.162965077,7.048698476,6.126402393,8.39726154,4.315578139,21.71324121,35.89038646,42.42304614,113,115.1428571,116,45.18420474,47.335931,49.38033163,0.751596162,0.802270569,0.845491439,0.888866674,0.899442741,0.909220144,3,4,0
M_V_05_E_01,72,1,7.36082383,10.40699673,12.71960349,8.39737371,4.048143334,2.393792795,2.358101488,2.160450946,4.490286156,7.24826361,8.232065147,4.708734132,2.067498166,1.545684406,1.587299304,1.52305512,0,0.216280325,0.973042213,10,25.33333333,44,1373.744998,1441.748039,1514.905443,5.274538602,91,93.5,97,39.59350005,0.833607946,0.852513948,0.871666108,943.2585971,952.6481309,965.7901651,3.172541584,3.274472871,3.366870322,0.918193392,0.996970185,1.09996584,0.036108341,0.03869153,0.041191387,9.592050679,11.05990397,9.995212968,12.41913982,10.09887652,7.515527639,4.123531366,5.607513109,6.272282182,6.41520937,6.617071578,4.594453721,14.37010786,19.37553273,24.82359639,113,115.8571429,119,42.99392699,46.41219552,49.22241551,0.711008324,0.771808632,0.837121532,0.875829132,0.898760151,0.911519837,3,4,0
M_V_05_F_01,73,1,9.150651649,9.416881106,10.49941491,7.383748998,4.008103693,2.58365773,2.602136922,2.173921515,7.833431704,5.594646342,6.153958113,3.929319324,2.091867052,1.31014001,1.297095404,1.15665957,0,0.21747762,0.978133211,7,12.16666667,18,1293.989597,1384.939789,1458.026361,4.232167962,90,93.66666667,98,39.00456923,0.823762694,0.854310197,0.879575377,988.8893444,1000.163341,1019.600989,2.84725293,2.998158007,3.24390548,0.883654665,0.929261079,1.027725784,0.040988491,0.046959815,0.055082298,9.333849354,12.07244046,9.900604096,12.23479676,11.06483588,6.639302567,3.816025517,5.695224481,7.355466349,9.287887025,6.688186664,4.482909928,34.47190885,44.02438772,80.79309028,112,115.5714286,120,42.51234059,46.11335433,50.99610231,0.715905498,0.78414328,0.828906759,0.875307762,0.899581268,0.912581312,3,4,0
M_V_05_G_01,74,1,8.601384209,9.206187327,11.99595394,6.957037704,2.623104116,1.67205839,1.924370139,2.011816113,5.662931211,6.668080925,10.5098483,4.630367384,1.843501474,1.161435001,1.521217465,1.155949509,0,0.219587352,0.981001158,7,34.5,41,1278.524208,1335.573692,1369.731159,5.970643925,81,88.16666667,96,38.79886406,0.830810769,0.836659609,0.846719501,887.9972444,928.3387909,976.8834846,3.423556764,3.770656323,3.984187542,1.061456259,1.154200377,1.235861085,0.039324373,0.043470463,0.050286199,8.598522126,8.539561473,12.76112886,11.31519245,12.74481337,6.644158452,4.761246267,5.209661649,6.86560236,6.891992797,8.076145495,4.207916621,28.28572133,35.61674038,47.44762738,110,115.5714286,118,44.87388386,47.16866435,50.403567,0.735220455,0.787221666,0.826279542,0.886915562,0.902125112,0.913298904,4,3,0
M_V_05_H_01,75,1,4.947238026,8.251320518,9.040520822,2.65732362,1.900743435,2.191992369,2.113784612,1.066276542,3.158881019,4.959393513,6.926941,1.883905206,1.23833333,1.486554395,1.686063267,0.773070273,0,0.219652748,0.975111796,33,34.66666667,38,1355.547571,1404.856666,1453.640009,7.185135589,94,96.33333333,99,27.22064843,0.74317146,0.770843624,0.803626728,959.416031,973.8692111,992.4907603,3.021517082,3.122333461,3.263746447,1.011825018,1.04142893,1.093108735,0.024470979,0.029765488,0.033696975,7.354326252,11.12120993,10.15071449,10.50698058,12.15382597,6.655969686,4.81569174,5.508654789,5.904547845,5.742275014,9.418561658,3.668677698,26.58344762,46.86194552,69.61447968,111,115.5714286,118,44.60614224,47.32276715,49.84331578,0.759981756,0.796806585,0.849015484,0.875142769,0.901998016,0.91681848,3,4,0
M_V_06_C_01,76,1,8.557846722,9.92121595,9.996543216,9.345178675,2.918512192,2.792112302,1.84386842,1.741636174,5.761534387,4.659270032,4.071366945,3.623041091,1.262627927,1.265125893,0.958863776,0.662778328,0,0.208775233,0.973199087,9,14.83333333,19,1167.943704,1326.739335,1456.748486,7.142694959,85,90.66666667,96,29.87604206,0.749393373,0.799618839,0.858331743,924.3096931,981.745966,1032.161394,2.967375101,3.188308671,3.435532659,0.904725929,1.018701308,1.124008329,0.03752621,0.049432401,0.063333006,8.238415586,10.44956232,11.31609091,10.80579483,9.304971028,6.395504805,4.669137582,6.270589103,6.027814391,6.84734925,6.008455535,3.231229891,8.589828651,13.65568747,17.67247595,109,114,116,42.09829971,44.32174275,46.53578828,0.735719404,0.794047767,0.85523118,0.868164824,0.899450551,0.920159611,6,1,0
M_V_06_F_01,77,1,9.128915744,9.247669006,12.04523556,8.994488376,2.882144771,2.43971648,2.276378577,1.84395311,5.727897164,4.399353829,7.014366256,5.221187994,1.556078458,1.01174173,1.085465999,0.890224785,0,0.216743945,0.976918013,10,20.66666667,44,1295.244279,1365.768486,1404.101773,5.569507456,84,88.83333333,95,37.71872521,0.821313326,0.840705855,0.863714939,905.485911,936.2206256,978.420076,3.219305335,3.387385327,3.578145938,0.889198853,0.987238723,1.097092691,0.041552827,0.045067067,0.04842068,5.911900202,11.39715744,12.60958765,8.585478981,11.18436902,8.516525447,3.296700161,3.956810103,6.231728513,3.151575596,6.972278721,5.611623548,13.16823237,23.12837245,35.41952807,116,118.8571429,120,46.9221929,49.48232007,53.035807,0.716826566,0.775712037,0.842642096,0.817895734,0.878407853,0.907205528,3,4,0
M_V_06_G_01,78,1,8.871722014,7.827872858,10.98752305,4.420575086,2.219824014,1.590889731,1.632071861,1.328573322,6.286502141,5.369686442,8.269707995,3.56990804,1.524524067,1.101663577,1.104215498,0.922719522,0,0.217266953,0.979089907,7,24.5,40,1208.785815,1279.050825,1318.016029,8.520474973,82,85.5,89,33.20060263,0.796927851,0.815097296,0.824975587,914.6173911,924.9606477,944.6475501,3.611588812,3.791884154,3.863544248,1.119901481,1.176745842,1.222458828,0.033123458,0.041448678,0.04880386,7.574983155,9.169207053,12.88575031,13.74836747,10.78911416,8.318404186,4.282501669,7.162732423,9.624397386,7.726730635,7.723240907,5.406629531,12.79205686,37.54398917,42.95132601,115,117.1428571,119,46.33711065,48.07147642,50.07114209,0.749297688,0.805703028,0.853808483,0.891200942,0.90498146,0.918318468,4,3,0
M_V_06_H_01,79,1,7.915407387,6.867863548,10.36070485,3.205456894,1.822159802,1.469563957,1.830267822,1.049472201,5.067178597,4.38533624,8.062086276,2.409542977,1.194908421,0.743209268,0.967631605,0.643208983,0,0.216582849,0.980365264,6,33,40,1201.747148,1245.682473,1277.838163,11.36123309,77,83.66666667,91,28.2763593,0.773437344,0.789255933,0.809100436,884.3291035,907.4127569,943.1421347,3.680643658,4.069565221,4.254193684,1.179976368,1.247021202,1.293665445,0.032809121,0.042355217,0.051123113,6.48943398,10.16675554,10.79864262,11.27139385,11.5868681,7.979865847,4.87331237,4.775827224,6.509121913,7.993086929,6.773538454,2.980733175,46.96869802,57.08515271,66.60116248,110,117,120,44.58107003,48.21058315,49.88605491,0.728870744,0.789752911,0.848559847,0.88519275,0.897800987,0.92290096,1,6,0
V_F_04_H_01,80,2,6.545509766,10.95678755,11.1111668,4.07794708,1.350339275,0.87945334,0.995008304,1.372213418,4.431672091,8.295206594,5.72571755,2.285316235,0.76907142,0.452211369,0.486464699,0.730428189,0,0.212336084,0.960042504,17,27,36,1102.9724,1161.793411,1244.186488,15.27715271,64,68.5,75,30.31461052,0.759886953,0.785531192,0.804362181,807.4462737,822.2568356,855.2444804,5.210937636,5.594693664,5.967054642,1.576765655,1.638012064,1.750386678,0.033399999,0.039993166,0.045985903,6.631780292,10.69072981,12.90375616,7.343340656,9.494822909,6.604296768,1.007304494,4.209522096,2.622142289,1.794924696,1.282877939,0.774166463,9.354978621,238.9227553,1592.170401,103,112.5714286,119,38.24385406,41.98646728,46.58149724,0.632000902,0.776819675,0.875467463,0.61639155,0.793963219,0.892892238,5,0,2
V_F_04_H_02,81,2,8.171462882,11.63725144,10.48174212,3.913258024,1.496417739,0.986312269,0.979315325,1.345863387,5.072817812,8.784759901,5.892525739,3.019716651,0.918616354,0.63451984,0.595304162,0.751199052,0,0.217710796,0.971110189,17,28.5,36,1121.205543,1168.836744,1222.119547,13.32735582,63,70.83333333,75,31.74040787,0.778399839,0.795363134,0.809100965,783.0409421,837.8324562,875.2093137,5.052517391,5.374713463,6.145225582,1.543650728,1.601363161,1.736919556,0.039566101,0.044012032,0.049805907,7.484770374,9.235765691,9.821452791,8.378952555,6.528294526,4.261331322,1.093191484,5.678715104,3.778193051,2.2417501,1.375451156,0.779039917,9.625,239.0799985,1591.540556,98,109.7142857,115,36.4500436,41.15814302,45.42065598,0.65689974,0.820786923,0.949565081,0.660385358,0.785081827,0.895194236,5,0,2
V_F_04_H_03,82,2,7.179284732,11.04859344,12.4119755,5.690847193,1.72828411,1.047444786,1.208273926,1.638940345,3.178569714,9.176371975,6.656018112,2.042094976,0.973908258,0.584132457,0.540112393,0.546481232,0,0.214025591,0.974997925,14,24.5,33,1090.375892,1188.257431,1265.909252,13.75217892,64,71.16666667,80,30.96394805,0.742560915,0.781575629,0.821556117,773.8420501,814.012609,892.3400875,4.567129281,5.532184958,6.170634038,1.434040658,1.630757146,1.757773778,0.035022277,0.039943636,0.043964016,9.12476,8.157553917,8.620314345,9.307596465,9.750584198,6.742664512,2.616406499,5.114321723,3.528644101,2.193546021,1.567934666,0.906071768,6.164414003,10.28618193,15.39886359,98,112.1428571,118,36.23808018,41.8278736,46.4925972,0.617166751,0.75249922,0.895760394,0.736988198,0.847965081,0.903183111,5,0,2
V_F_04_I_01,83,2,6.109849191,8.207952973,10.29129742,8.972734791,2.873961849,1.160455823,1.237093224,1.299834287,2.628031503,2.556474703,2.176284934,1.856443083,0.704410182,0.363913275,0.340861559,0.265245217,0,0.184370474,0.978648646,8,33.16666667,48,999.4831418,1332.576075,1497.343646,6.388716572,68,75.16666667,80,27.58373801,0.646569921,0.768456325,0.826550767,785.8049243,844.1736873,914.1547179,3.983704881,4.201837638,4.373658434,1.093529528,1.160534821,1.340196675,0.015367815,0.031798043,0.048951225,8.874055981,9.096245647,15.86065668,8.369470793,12.39993381,9.157454372,2.667082364,2.335049458,1.901046687,2.961962094,3.929332288,2.980951773,5.826595811,29.06408274,49.60094663,103,118,123,41.38823852,50.42157063,59.55249176,0.440594338,0.742130714,0.867257265,0.735458648,0.853983908,0.927367396,2,4,1
V_F_04_I_02,84,2,7.392517049,13.22234833,9.238573756,4.539322266,2.200732366,1.589628098,1.226099105,1.112268698,4.340243669,11.35080062,7.64556524,3.495382966,1.216654225,0.742618119,0.622273528,0.622136446,0,0.219849018,0.978001917,14,24.83333333,31,1115.929782,1158.050374,1213.530867,11.59427158,64,68,79,34.47191466,0.778553868,0.791857883,0.818123779,751.5773549,795.6680779,874.6609816,4.324555578,5.560863362,5.95760966,1.354639604,1.615620562,1.702539028,0.036441335,0.04139971,0.046287634,10.07372978,10.28413386,9.778618386,9.992003383,9.172275613,4.417473492,6.758266376,5.302092011,5.304139495,5.233803371,4.595488739,2.176023767,3.173375569,3.488601713,4.119788374,107,111,116,38.58340883,41.58166296,46.16498919,0.722794682,0.777103732,0.839998567,0.859242054,0.882473258,0.916201649,5,1,1
V_F_04_I_03,85,2,8.141045848,11.50911681,10.2815358,6.755846189,2.333179773,0.788097607,0.801968234,0.762933966,5.083717346,9.288941932,6.041857388,3.137096493,1.031006863,0.46534938,0.413844566,0.390934603,0,0.216279795,0.968885842,13,17.66666667,26,1051.331168,1119.917934,1178.023486,7.819918331,60,64.16666667,71,33.22669036,0.766630918,0.797450985,0.831507992,718.0636614,763.8139692,827.1124448,4.909522733,5.472794885,6.104086386,1.301603308,1.504531144,1.660832099,0.036665169,0.04548537,0.051495386,10.97418498,14.1111633,11.7078421,9.976485887,10.49222432,4.538371369,6.049930672,6.089485246,4.718782614,5.956759852,4.023622939,1.932469305,2.928176694,4.053759708,5.057095881,105,110.1428571,115,38.67407366,42.10133451,45.41520133,0.720590278,0.7828505,0.83761207,0.869678591,0.888554408,0.928232787,6,0,1
V_F_04_I_04,86,2,9.428741469,11.69609617,12.454402,7.026680088,2.727099021,1.200643666,1.265761361,1.796648587,5.581065322,8.371942329,7.837229947,3.924424302,1.303707154,0.660556625,0.648420052,0.665987338,0,0.219068215,0.978370503,13,24.66666667,48,1158.775138,1213.303381,1250.095298,5.764897332,66,70,75,38.68044219,0.804690762,0.830124626,0.842469791,791.9888783,828.8568049,888.1667417,4.439962464,4.717380926,5.276883709,1.254572886,1.318444613,1.475608459,0.045940066,0.049215788,0.052166982,9.433704516,8.611778361,8.704409672,7.744997552,7.261887439,4.69261358,5.722086236,5.548400896,5.474463578,4.326682401,4.118754811,2.86946258,3.282886497,3.348824544,3.470860844,110,113.5714286,118,38.43341173,41.80548076,44.37452135,0.75960312,0.792538582,0.819291361,0.857163152,0.883135873,0.895328478,6,0,1
V_F_04_I_05,87,2,6.435018557,12.03820018,9.298025991,5.046747715,1.53166054,0.9721635,1.109424553,1.553281868,3.984872452,8.993122183,6.649388763,2.4829336,0.964478714,0.595338546,0.692728767,0.855136117,0,0.215307304,0.966109014,19,26.66666667,35,1119.829673,1184.936446,1242.204734,14.24422875,69,72.33333333,77,30.73991169,0.76541172,0.784509137,0.813462542,822.4372573,844.3672331,879.4320322,4.931484006,5.364796431,5.636184688,1.528022642,1.62794906,1.709322379,0.039796237,0.042542846,0.045241226,8.754157117,12.26547718,8.730640981,9.821722364,8.449501625,3.543264991,5.936856201,7.795334445,6.638377378,5.414500223,4.685311151,1.699409328,14.69507783,16.23960101,18.1288789,105,108,111,37.63731008,39.94080041,42.99993557,0.718231991,0.79592791,0.8489099,0.865431668,0.885116594,0.895139232,4,0,3
V_F_11_I_01,88,2,8.105010644,11.2924221,7.095104127,5.823854124,3.218246953,2.681085741,2.843479281,2.193657699,4.305472206,4.005416771,2.593704776,1.784165388,1.08104367,0.686017064,0.708205672,0.543452307,0,0.210356006,0.969793082,7,16.16666667,25,1179.706866,1307.124995,1508.480589,7.016450891,80,90.5,101,29.55572463,0.719816767,0.798559088,0.86130561,900.5001107,983.6297112,1036.92528,2.675379654,3.353468094,4.060103642,0.875543232,1.11649829,1.327923692,0.041318908,0.050543128,0.058907582,8.401247946,9.355742774,6.956247921,6.906249755,8.418316909,3.274880362,2.545369165,5.927453806,3.660340035,3.124867573,2.292150286,1.083555459,7.023676477,9.826210019,12.3031373,104,108.1428571,111,37.10486202,40.26277905,42.11393085,0.656626905,0.743582384,0.81424597,0.759804649,0.822317664,0.892512117,4,0,3
V_F_11_I_02,89,2,7.392517049,13.22234833,9.238573756,4.539322266,2.200732366,1.589628098,1.226099105,1.112268698,4.340243669,11.35080062,7.64556524,3.495382966,1.216654225,0.742618119,0.622273528,0.622136446,0,0.219849018,0.978001917,14,24.83333333,31,1115.929782,1158.050374,1213.530867,11.59427158,64,68,79,34.47191466,0.778553868,0.791857883,0.818123779,751.5773549,795.6680779,874.6609816,4.324555578,5.560863362,5.95760966,1.354639604,1.615620562,1.702539028,0.036441335,0.04139971,0.046287634,10.07276355,10.28413386,9.778618386,9.989679867,9.172275613,4.417473492,6.758266376,5.302092011,5.304139495,5.233803371,4.595488739,2.176023767,3.173375569,3.732717419,4.998827988,107,111,116,38.58340883,41.58148172,46.16498919,0.722794682,0.777104799,0.839998567,0.859242054,0.882472571,0.916196842,5,1,1
V_F_11_I_03,90,2,8.141045848,11.50911681,10.2815358,6.755846189,2.333179773,0.788097607,0.801968234,0.762933966,5.083717346,9.288941932,6.041857388,3.137096493,1.031006863,0.46534938,0.413844566,0.390934603,0,0.216279795,0.968885842,13,17.66666667,26,1051.331168,1119.917934,1178.023486,7.819918331,60,64.16666667,71,33.22669036,0.766630918,0.797450985,0.831507992,718.0636614,763.8139692,827.1124448,4.909522733,5.472794885,6.104086386,1.301603308,1.504531144,1.660832099,0.036665169,0.04548537,0.051495386,10.97418498,14.1111633,11.7078421,9.976485887,10.49222432,4.538371369,6.052191788,6.089485246,4.718782614,5.956759852,4.023622939,1.932469305,2.928176694,4.263503794,5.360809757,105,110.1428571,115,38.67407366,42.10114785,45.41389474,0.720590278,0.782858811,0.837639327,0.869678591,0.888555432,0.928232787,6,0,1
V_F_11_I_04,91,2,9.788954098,12.06658161,4.542869719,2.740998271,1.800894714,1.231117025,0.965870838,0.891473271,5.787933733,9.804278649,3.859196049,1.978838783,1.494966558,0.994230927,0.748628791,0.699616402,0,0.219541754,0.981953796,11,20.16666667,24,1053.788391,1113.421077,1161.451961,10.84721034,76,78.83333333,81,29.05102421,0.739267495,0.748554388,0.755788931,871.430229,901.277495,914.6148452,4.134162736,4.513142941,4.795159546,1.393670453,1.510386376,1.575314877,0.050942928,0.054960489,0.061321889,6.341360759,10.44906743,6.458987243,5.032549581,4.500642186,2.523437241,0.938364687,5.347068523,1.487559419,0.594807324,0.374692206,0.280069184,29.88487023,55.73741936,83.57771458,68,99.28571429,112,28.44483819,35.30464423,39.77121956,0.660912475,0.77671588,0.981723401,0.513071211,0.705315442,0.83631205,1,0,6
V_F_11_I_05,92,2,6.435018557,12.03820018,9.298025991,5.046747715,1.53166054,0.9721635,1.109424553,1.553281868,3.984872452,8.993122183,6.649388763,2.4829336,0.964478714,0.595338546,0.692728767,0.855136117,0,0.215307304,0.966109014,19,26.66666667,35,1119.829673,1184.936446,1242.204734,14.24422875,69,72.33333333,77,30.73991169,0.76541172,0.784509137,0.813462542,822.4372573,844.3672331,879.4320322,4.931484006,5.364796431,5.636184688,1.528022642,1.62794906,1.709322379,0.039796237,0.042542846,0.045241226,8.754157117,12.26547718,8.730640981,9.821722364,8.449501625,3.543264991,5.936856201,7.795334445,6.638377378,5.414500223,4.685311151,1.699409328,14.69507783,16.23960101,18.1288789,105,108,111,37.63731008,39.94080041,42.99993557,0.718231991,0.79592791,0.8489099,0.865431668,0.885116594,0.895139232,4,0,3
V_F_11_I_06,93,2,7.966874429,12.23848828,5.970485572,3.416972164,2.630479549,1.704143155,1.568035979,1.318356833,4.541551617,8.679945462,2.845584311,2.050966963,1.354084074,0.957658744,0.769826561,0.701169972,0,0.216930655,0.972724734,8,19.66666667,24,1112.000224,1181.952729,1262.829579,10.6389957,81,84.16666667,89,27.63816488,0.731150185,0.753491204,0.790604746,902.2929468,938.0465007,962.0011134,3.618843395,4.071796133,4.436227329,1.253996816,1.401717059,1.522249093,0.047499932,0.050634104,0.05540093,9.041875599,13.46689573,8.020998012,6.536473064,8.423149464,4.587449402,0.988970107,6.450330657,1.57478783,0.674946668,0.704233119,0.380459221,12.84386405,66.79534544,95.19365541,91,101.4285714,114,30.85905025,34.22214885,41.01411818,0.581091751,0.740960942,0.93358696,0.506493519,0.747355571,0.892463819,1,0,6
V_F_11_I_07,94,2,6.656730086,11.04252557,5.67904361,4.9553218,3.657359952,1.998854129,1.1203115,1.029898273,4.636530639,9.131653675,4.147018718,3.477194125,2.439755628,1.317713031,0.843627946,0.67148403,0,0.220497219,0.979170775,22,23.5,26,1181.343237,1273.793538,1338.897277,3.852704505,78,81.16666667,84,31.59725353,0.773227797,0.803421487,0.836083507,886.2255239,900.7748017,922.2928202,3.096510579,3.451004802,3.855338092,0.979319216,1.110326195,1.264338873,0.042279355,0.045047836,0.049926729,5.412134885,11.43391935,9.319531173,6.463468176,5.589253448,3.584397574,0.660552974,4.889486437,1.549628312,0.519319329,0.630057699,0.251179269,9.228226062,57.50368975,87.48825814,79,100.8571429,113,29.27310727,35.69812124,41.6314628,0.578214271,0.756149222,0.939291802,0.524719267,0.703226578,0.886934714,1,0,6
