Experimento,No.,Clase,max_b1,max_b2,max_b3,max_b4,max_b5,max_b6,max_b7,max_b8,min_b1,min_b2,min_b3,min_b4,min_b5,min_b6,min_b7,min_b8,coe_cor_min,coe_cor_prom,coe_cor_max,con_min_ene,con_max_ene_pro,con_max_ene,cen_con_min,cen_con_prom,cen_con_max,des_est_sum_pro,rol_inv_min,rol_inv_prom,rol_inv_max,sum_ene_pro,ent_min,ent_prom,ent_max,spre_min,spre_prom,spre_max,kur_min,kur_prom,kur_max,asim_min,asim_prom,asim_max,deca_min,deca_prom,deca_max,max_b1,max_b2,max_b3,max_b4,max_b5,max_b6,min_b1,min_b2,min_b3,min_b4,min_b5,min_b6,rms_min,rms_prom,rms_max,rol_min,rol_prom,rol_max,cen_min,cen_prom,cen_max,corre_min,corre_prom,corre_max,ent_min,ent_prom,ent_max,no_sismo,tremor,impacto
L_V_02_C_01,31,0,4.106736752,7.434086689,10.03096444,8.260926846,2.811881902,2.135888831,2.550455404,3.386151348,2.202809892,3.815003997,8.016081972,6.139938304,2.097912792,1.48152244,1.509931913,1.665849632,0,0.215118288,0.967193599,41,49,53,1619.573574,1657.404724,1727.698217,5.873150572,98,103,110,34.67369594,0.785475916,0.821550075,0.849474451,916.5705366,966.2836759,1019.657965,2.737090544,3.02403003,3.319211737,0.820561736,0.854752852,0.895121304,0.026315796,0.029851812,0.031504825,9.730075838,11.3664442,11.49851812,10.85006901,8.505336173,7.383833665,7.915996072,7.666817421,7.730436241,5.628298885,5.629128313,2.777825567,3.438636176,3.918610096,4.567206477,108,112,117,39.26207617,41.46697026,43.62779365,0.770443029,0.810831533,0.846016647,0.871734138,0.901626889,0.914073425,7,0,0
L_V_02_D_01,32,0,7.72002211,9.979686785,11.00734347,9.231836886,4.005851215,2.536676887,1.990374652,2.489274015,4.594566171,5.583681898,7.392980616,6.833104406,1.763375313,1.565633479,1.549813579,1.387650765,0,0.216811011,0.970475282,16,35.16666667,52,1406.511138,1457.120693,1498.902709,5.56448917,90,93.5,97,39.82798657,0.832892277,0.850442513,0.870856388,917.246878,945.3954195,988.6751941,3.234967416,3.351158008,3.584505005,0.921677097,0.995490708,1.07773041,0.036933618,0.03851566,0.040642012,9.52364455,9.998834696,8.160262951,10.69590381,8.811833316,6.545635306,7.216319405,6.774404274,6.890675401,5.713761892,5.635117586,2.500511839,3.599045012,4.086139897,4.699567799,110,112.8571429,117,39.94667151,42.39860215,46.08036507,0.743647655,0.80557485,0.847417883,0.882639862,0.8985103,0.912807819,6,1,0
L_V_02_E_01,33,0,7.334517032,8.032753005,12.05726743,10.22992744,4.644192443,2.678043701,2.292306253,2.425729615,3.787732387,4.859027601,7.776228962,5.091657125,1.674645938,1.427064703,1.243926018,1.114877666,0,0.216107683,0.976278512,15,38.5,52,1458.460376,1512.221372,1599.394262,4.677103224,91,94.33333333,100,36.84748149,0.814588331,0.85359705,0.878270053,909.3118992,949.6199424,1016.192823,2.861123886,3.227528462,3.471061849,0.799552168,0.917777513,1.019075703,0.033948461,0.036285878,0.03885938,10.49916773,10.8029426,9.160961676,9.465647575,10.57570696,6.281493463,6.88493484,5.231824931,5.43539435,4.533389578,5.457932612,2.677630062,3.764555087,4.217501947,4.703306683,109,113.4285714,116,40.75457616,42.36966302,43.5128651,0.755660795,0.808890208,0.851537741,0.863671272,0.890404718,0.929422141,7,0,0
L_V_03_A_01,34,0,8.944965411,8.126844047,9.334963551,5.501622162,2.02693377,1.787984262,2.37268284,2.54461426,5.026171891,6.16538432,6.297378519,3.170929889,1.052331565,0.896657815,1.355492761,1.452931837,0,0.219235958,0.980331651,30,37,45,1337.403778,1370.984793,1407.242302,7.914270396,96,99.33333333,102,32.11941057,0.786690336,0.807620878,0.848470182,984.5211613,1015.619731,1055.289033,3.000704997,3.363003952,3.55372605,0.96783793,1.086449511,1.155614055,0.016552511,0.023268248,0.0307602,8.3490974,10.26157666,11.3809321,10.80940971,10.72848114,6.480463698,5.615662895,5.552028911,5.002473427,6.569661678,6.972176086,3.116972914,4.770105476,5.802793752,6.919740783,113,114.7142857,117,42.6222986,44.55624266,45.68403167,0.738237582,0.791324678,0.821137312,0.872257713,0.897923148,0.913311056,7,0,0
L_V_03_B_01,35,0,7.368375567,9.1415226,8.026106594,2.854157596,2.88380643,2.773811319,3.874761139,4.086132945,2.047827606,4.436740077,2.433693454,0.829769056,0.810331882,0.795717906,1.004319125,0.849789964,0,0.211514136,0.974613883,31,31.66666667,32,1469.748504,1526.849611,1629.975363,8.569606156,104,107.1666667,111,24.51930776,0.58045619,0.748936941,0.85794669,1067.282176,1138.929864,1189.348486,2.083033579,2.414395079,2.83389998,0.695687086,0.861292175,1.044648413,0.028188395,0.03164313,0.035614402,7.448036523,8.826311395,10.88100803,7.573290865,11.3939238,7.74388264,5.620547007,6.216821622,6.653934922,5.173842247,7.063211927,3.329646973,4.573189532,4.933253528,5.745242597,110,115.5714286,119,43.5589069,44.98382908,47.35605082,0.762415205,0.80012539,0.84089465,0.866134251,0.894017583,0.915526237,7,0,0
L_V_03_C_01,36,0,7.186389961,2.798201681,1.794028139,0.951721752,0.238805665,0.022059864,0.287901224,0.703712182,4.731235359,0.936095963,0.886714378,0.495817559,0.111980653,0.008591101,0.143627193,0.335685827,0,0.216025488,1.003301285,2,2.833333333,4,721.044482,793.7739401,818.1282719,14.06089357,56,59.16666667,62,10.99053848,0.440587801,0.526043631,0.604721085,952.7289908,983.2327748,1025.945595,5.607031205,6.239653161,6.913841464,1.842185556,1.964133976,2.107637406,-0.047891148,0.055229696,0.12005288,7.720600637,9.326037594,10.4353261,9.977205909,9.528145899,5.251422324,5.078668206,6.158043775,5.379263627,7.312638219,3.789667636,2.595459843,4.318383668,4.775230965,5.623263621,110,112.7142857,118,42.41878121,44.30045041,45.6299415,0.742042459,0.792456434,0.839319584,0.854206172,0.897107239,0.914485863,6,1,0
L_V_04_A_01,37,0,8.789551669,6.25384498,7.716765464,9.176721052,2.668969189,3.411387164,4.729322794,7.496347952,6.168072607,2.543772292,3.064222311,1.593919647,0.975812999,1.525070498,2.680246111,3.430158527,0,0.202103599,0.958304307,6,21.83333333,56,1716.749085,1812.949183,1921.338525,1.643134543,111,115,117,38.64419792,0.786503806,0.860978312,0.892513999,1139.563374,1261.583381,1400.864958,1.459351279,1.801980895,2.200394227,0.186404224,0.380894683,0.542409382,0.008598677,0.015665983,0.028968924,9.094128128,10.26999903,10.13469371,9.258316797,9.713301964,5.222255739,5.588239627,6.866375116,7.323964085,5.687668441,6.120887659,2.44362853,2.795084972,3.901480359,4.616546328,108,111.4285714,116,40.64071417,42.61378987,44.58681939,0.754302456,0.794380251,0.847356999,0.884295806,0.896940482,0.907611931,7,0,0
L_V_04_B_01,38,0,9.236295478,7.429193881,10.85886893,9.484972078,3.076486953,3.728675205,4.309595045,6.035900888,5.78958538,4.79731439,7.221480104,6.397455118,2.350475891,2.559979335,3.151209163,4.116087345,0,0.220112156,0.978653894,10,38.33333333,51,1690.811475,1720.072686,1754.814228,2.331658397,111,113,114,44.40194108,0.880840693,0.89361801,0.905391588,1130.573359,1155.287083,1177.797986,2.060314511,2.161771323,2.207019541,0.523113198,0.563377662,0.610056159,0.021332441,0.0256656,0.031686395,9.584112027,12.98268195,10.79671769,10.17660422,9.758663821,5.39284708,6.321910514,6.258845417,7.412814975,7.034709085,7.151381523,3.096144879,3.412980735,4.099523772,5.607612014,110,112.4285714,115,41.56102754,43.54605293,45.24534393,0.712385987,0.784972393,0.848231632,0.860332477,0.899976628,0.915540497,7,0,0
L_V_04_C_01,39,0,7.329412637,9.249921672,9.089923773,2.979151609,2.090199573,2.517533214,3.023118115,0.985003671,4.243349902,7.126080307,5.81150713,1.227180224,0.722674473,1.14827075,1.400990211,0.355290725,0,0.211991578,0.97353069,7,27.16666667,35,1188.037837,1345.77026,1484.872754,4.458260563,87,95.66666667,98,29.97881246,0.740098014,0.797485039,0.821741838,864.3958374,964.5430618,999.8476786,2.621333242,3.177634787,4.453906648,0.859233523,1.10039584,1.5099682,0.035724687,0.042405874,0.052753873,8.897494263,9.519461741,10.83455479,10.85110336,11.19380752,6.30793466,4.611860931,6.252369646,7.173992424,6.405356432,5.542245207,2.638903688,3.676360292,10.25029683,19.25699954,106,112.1428571,116,40.47294557,43.67112265,49.25343891,0.709665487,0.772636612,0.820601754,0.876665603,0.891546768,0.911984202,6,1,0
L_V_04_D_01,40,0,3.618819032,8.167484413,10.59104746,2.14596473,1.294165607,2.015292702,1.950759369,0.513313243,1.024541769,3.083065265,5.1135871,1.032345102,0.710519923,0.973092125,0.712313335,0.213980936,0,0.204733869,0.964524407,31,34.33333333,40,1326.321165,1384.308568,1473.104405,6.923688819,88,91,94,21.35703139,0.598667309,0.707559429,0.758823815,809.9792691,861.0482693,898.5764137,3.010250442,3.66826074,3.909404824,1.033786242,1.242382064,1.31466634,0.031019549,0.034240937,0.037824577,9.085585209,10.03131512,12.32925833,9.702418063,10.74228484,5.585597532,6.431897655,6.497650364,6.929847651,5.77060936,6.428425208,3.528355466,3.567978244,4.74371526,5.608656813,111,113.1428571,114,41.88900662,43.48856729,44.85594064,0.749316444,0.79817353,0.863333764,0.859600316,0.901977431,0.92420639,7,0,0
L_V_05_A_01,41,0,9.750823114,5.460541032,7.874407215,3.892465385,2.463632611,3.160321605,5.133902183,3.729921981,4.985072676,2.165528497,2.83791474,1.267883381,0.722845101,0.585402261,0.644975474,0.566549431,0,0.206913249,0.966989575,8,9.333333333,11,1182.345139,1505.182452,1764.593179,6.119930081,92,106.3333333,112,29.40674617,0.604669952,0.798425242,0.886920625,1026.505392,1180.60778,1262.923579,1.849453199,2.304358524,3.483611032,0.440487666,0.728861887,1.195277166,0.009764611,0.028149478,0.048454197,9.709599275,10.75780689,12.36650963,9.489904864,10.05349041,4.811010367,6.659364606,7.256998585,6.73692856,5.93823825,5.984572448,2.651461501,3.898617543,4.126809196,4.834769901,109,112.2857143,115,39.65077393,41.96925346,43.33080217,0.723337902,0.789166427,0.834234588,0.875592139,0.892769766,0.915743309,7,0,0
L_V_05_B_01,42,0,8.184036623,6.046929421,10.90772741,4.736711572,2.345928442,2.097675132,2.516480617,3.072650002,5.022030762,3.251753032,5.132728761,2.277590745,1.079372088,0.921030992,1.198219674,1.147434503,0,0.216351043,0.980185104,10,11,12,1254.08614,1454.390978,1580.598118,8.238338563,96,102.3333333,108,29.94902378,0.747377636,0.805975191,0.842312754,1036.899053,1059.657615,1109.085794,2.541945598,2.867927413,3.328255615,0.762066212,0.928629235,1.14548808,0.032743984,0.039479755,0.053074314,8.629328053,10.66180354,9.957937847,9.587822714,8.585832563,7.70282255,6.450045319,5.78635421,6.94732027,6.147596674,4.559515712,2.855898959,4.277028028,4.319457014,4.404365732,109,114.5714286,121,39.69720361,43.20275072,46.12623354,0.74075341,0.79644907,0.847380305,0.873342677,0.889236874,0.908071492,7,0,0
L_V_05_C_01,43,0,6.173518037,6.431140564,11.43619304,5.223528165,3.561304559,2.425050853,2.889535679,2.340690095,4.751454202,4.263735022,7.35351527,3.92031246,1.95346509,1.613976237,1.962073949,1.551525992,0,0.21783539,0.971200474,11,21,43,1473.655577,1542.376229,1633.950514,4.629304426,97,100.3333333,104,34.01052334,0.811268965,0.840518681,0.868988182,948.3872754,1010.992116,1047.762379,2.410988465,2.761811968,3.033369288,0.645768598,0.811135479,0.912198488,0.032987891,0.036829574,0.041648171,8.348943563,10.27297017,11.0679122,10.30264649,9.240020965,6.602744999,4.048465401,4.768501935,6.608062279,4.974504967,4.470470762,2.905748648,5.118898807,5.345574782,6.039906353,114,116,119,43.53471284,45.37929512,47.29338913,0.729583049,0.798175642,0.853398251,0.84707802,0.88897558,0.919777124,7,0,0
L_V_06_A_01,44,0,9.891426411,5.919388948,5.264792444,2.665607236,1.676175537,1.32651879,1.518856801,1.555961751,6.61392932,3.928489768,3.33087569,1.370832631,0.857596682,0.791879402,0.732054732,0.986942983,0,0.220120934,0.983168486,5,12.5,30,1157.390661,1204.181773,1270.08718,12.75144774,88,94.83333333,101,24.57503988,0.712332346,0.751283414,0.775871421,999.7178246,1058.465792,1115.309005,2.909438595,3.456382701,3.993097256,1.04543992,1.205399656,1.330038485,0.016819278,0.025850679,0.032403561,9.045140649,10.10113789,8.744652553,9.366020863,9.582748809,4.647908857,5.01540561,6.436977625,5.64090424,7.392034733,4.398459568,2.925514927,5.519142823,6.030750842,6.350135333,110,112.5714286,115,41.93747725,43.24834466,44.78528184,0.759778519,0.810587479,0.860586698,0.883362712,0.894115448,0.905028854,7,0,0
L_V_06_E_01,45,0,8.706694591,8.572408833,9.029019319,6.786156337,3.661649766,2.847603322,4.305697682,2.975947291,6.965510349,6.421666891,7.087980356,4.487984045,1.920521864,1.60784374,1.813997423,2.047159733,0,0.220931287,0.98136768,10,16.33333333,38,1422.245225,1498.956577,1568.643174,4.170549288,101,104.6666667,107,39.81395703,0.831615561,0.861402155,0.889479891,1029.298574,1068.636644,1096.310243,2.35712541,2.675168254,3.054004084,0.758237952,0.871385796,1.023303957,0.037745289,0.040356972,0.042360896,9.1129198,11.48884649,10.70893167,11.89620459,9.701675129,7.230830598,6.90461914,7.380387975,7.080524554,6.287771815,6.188723764,3.426324766,5.840657604,7.161650617,8.79452955,111,114.8571429,118,41.7163028,44.06159605,45.62148733,0.747992839,0.792084576,0.861387267,0.886821366,0.90032918,0.915492995,7,0,0
L_V_06_F_01,46,0,8.424606942,7.709886941,10.25664358,8.660547861,4.442932486,4.237681227,4.476825954,4.253761141,6.936730845,5.428812892,6.759824641,5.218184314,2.098002728,1.812256825,2.189052495,2.131892845,0,0.219233166,0.977883956,10,15,38,1503.313381,1576.884851,1716.729918,3.37696692,103,106.3333333,109,40.8072077,0.854032846,0.883633811,0.921684735,1043.72558,1076.943665,1106.204146,2.163622066,2.482295862,2.702830721,0.530746144,0.741757191,0.842502251,0.036425818,0.038296982,0.041713693,8.369973963,10.00739326,10.78871546,12.25559057,11.24318518,6.466905174,6.433189571,5.339238654,7.704153036,7.917175971,5.400067401,4.050021842,6.60580947,6.910258424,7.569727951,110,114.4285714,117,43.13628616,44.95613106,47.08097564,0.772406716,0.808291692,0.855526363,0.887908153,0.903163145,0.92158017,6,1,0
L_V_06_G_01,47,0,7.82271219,8.528061969,9.82838037,5.385644152,2.681045366,1.989410069,2.222469387,2.234235007,6.100205912,6.247594754,7.269545328,3.739630449,1.735552441,1.481163407,1.588644521,1.524003424,0,0.22013027,0.976746789,10,13.66666667,23,1403.737596,1431.995858,1453.6765,5.449892812,97,99.66666667,102,34.395547,0.816347363,0.838287937,0.845918546,990.5902836,1007.097517,1036.336054,2.949988879,3.087993824,3.19975959,0.976876337,1.017945787,1.06195054,0.039345005,0.040334209,0.041494429,8.163927044,11.43922031,10.59587517,10.83522472,9.39422133,6.644461574,4.057729951,5.998956807,5.885692188,7.69591017,4.63091981,4.13568352,7.367050801,8.893060933,9.739778296,113,116,119,43.70390251,45.16276698,46.823476,0.746306332,0.788908545,0.850585834,0.872238603,0.895368935,0.907170969,6,1,0
L_V_06_H_01,48,0,7.815836602,9.956633614,10.285289,8.619788544,3.294564355,2.912289359,2.924580935,3.062614516,6.428772619,7.018185746,7.332768109,4.898464087,2.522181968,2.393108875,2.437950169,2.306866342,0,0.220406197,0.982404923,10,10.83333333,14,1511.724611,1535.027725,1557.483655,3.951093642,102,104.3333333,106,41.4340675,0.868211259,0.880047072,0.892441512,1009.671106,1051.258261,1075.755298,2.491442167,2.646172633,2.845976077,0.792695184,0.837306839,0.891557196,0.037144226,0.038834836,0.040908747,7.743632963,13.14980218,8.867215678,10.7325568,9.176200665,6.268725024,5.505441434,6.800936345,5.622083898,7.316881271,5.296518859,3.741385715,10.26618387,12.00423652,13.58839693,112,115.1428571,119,42.99688323,44.27178399,45.94169982,0.72170204,0.780517754,0.842253212,0.88632845,0.899190855,0.914881767,7,0,0
M_F_04_G_01,49,1,6.644052115,0.884075961,0.250846827,0.159498711,0.032531024,0.001364011,0.047366138,0.091763977,5.743305906,0.679181967,0.227063631,0.128063777,0.028236671,0.000757647,0.039138564,0.078337333,0,0.24246446,1.139003006,2,3.833333333,5,313.4184277,331.4446929,350.7823131,100.8856649,23,25.16666667,27,7.417416424,0.416132059,0.425645423,0.439990853,565.1209655,583.2592151,605.2767266,20.56267118,22.24308285,23.54415958,3.960893245,4.117109046,4.252118546,-0.3394885,-0.147744567,0,7.539810738,9.023269073,9.125250769,11.08069236,11.788365,5.44457144,3.64033234,4.687915439,4.638081227,7.948482494,4.950172521,2.358151962,12.39345215,13.89355201,15.68027722,111,112.7142857,115,45.45766037,46.53152832,49.04989325,0.746407562,0.794234335,0.860492566,0.857029255,0.892935417,0.911975018,2,5,0
M_F_04_I_01,50,1,6.359995596,11.75309263,10.54622885,5.271576472,1.356915987,0.65439001,0.606603673,0.617178542,3.091589943,5.90954591,5.046400574,3.310635866,0.868541396,0.462782447,0.355669245,0.379014629,0,0.214473463,0.980038251,17,25.66666667,38,1092.746748,1139.208283,1216.347053,9.028965384,61,61.66666667,63,29.87654274,0.774973681,0.794471883,0.812059212,714.0127045,728.7545088,760.248312,5.530696218,5.766876929,5.915741919,1.365347256,1.509665188,1.600926784,0.03946417,0.043417375,0.045669361,5.621332528,10.96651862,8.826639607,9.68085532,12.15630683,6.117360366,3.863742285,5.602687506,5.681224227,5.079574227,7.553701174,2.898614392,11.00337306,11.73948217,12.92163883,113,115.4285714,117,47.09643008,47.91191001,48.64509133,0.771920326,0.802248682,0.84005992,0.879342248,0.897193766,0.908865519,2,5,0
M_F_04_I_02,51,1,8.521285181,11.48949953,9.688324164,6.075756006,2.065890903,1.382667012,1.549083845,2.375799645,5.413131398,6.988946304,3.982281471,2.562492068,0.918804698,0.679228313,0.687661066,0.795047538,0,0.210316366,0.967912773,8,17.33333333,30,1046.957868,1206.525271,1345.214505,10.11131187,71,81,95,32.08382492,0.746637404,0.800864312,0.845567662,869.8595314,925.299639,990.6301776,3.715183968,4.302241063,5.083208896,1.231581352,1.370072486,1.605152967,0.032327358,0.045350535,0.055654196,4.978987475,6.018605874,6.503834557,5.253009467,9.167075462,8.570399401,2.255601369,1.22803336,2.087241448,1.957217485,7.666227121,6.120139277,18.39550302,33.42897147,67.68995263,119,121.5714286,123,50.658037,55.82282667,61.10255839,0.737716594,0.809241099,0.900921328,0.737160664,0.810088164,0.86841169,0,7,0
M_F_04_I_03,52,1,6.388407077,9.594951763,11.35845657,7.867480128,2.362673433,1.599885592,1.399384139,1.734549485,2.238334372,4.214191222,3.899992246,2.432006558,0.665064525,0.541558268,0.489550181,0.507215451,0,0.203315137,0.979469808,10,38.66666667,46,1078.334747,1343.590622,1468.834684,9.792202062,69,76.33333333,88,31.73768209,0.712324527,0.792661892,0.830674501,799.5721914,838.2344357,882.7919275,3.982160792,4.616149333,4.950544041,1.191751081,1.311040246,1.415650472,0.030748069,0.038323386,0.0585735,7.83798194,8.736118399,8.485867069,6.230472181,8.830186958,8.314619996,3.21011868,3.398716369,4.330762835,3.73691006,6.654682396,4.562150142,9.797360933,32.62301465,57.11248495,118,121.2857143,123,45.80846206,50.93579726,54.51919444,0.712994266,0.788725586,0.860020095,0.821424722,0.859109996,0.906687286,1,6,0
M_F_04_I_04,53,1,8.39682572,12.00662144,8.584904474,6.772032562,2.341307492,1.378294819,1.459263355,1.782402597,5.916412557,5.113851234,2.554210539,2.000278708,0.704030735,0.464298761,0.461651786,0.591612352,0,0.212341935,0.976776592,10,16.5,20,1046.318611,1167.630887,1278.58888,11.61715726,68,77.33333333,85,28.72755306,0.703461111,0.78271651,0.8396334,883.8999214,913.4670857,936.0237147,4.054704183,4.520730918,5.050701674,1.268170801,1.435463023,1.570224935,0.019366284,0.042941961,0.051434877,6.725237876,7.761591313,6.837070571,9.005311675,9.018560344,8.393395419,1.310707446,2.26307793,2.467910624,2.791336035,4.822527253,4.764865555,14.40499588,30.7810023,39.32953725,117,121,124,47.48769656,52.68228512,59.33959536,0.689026669,0.760202633,0.857539308,0.723192664,0.828498493,0.901043559,0,7,0
M_F_04_I_05,54,1,8.677974685,9.193897039,8.316673602,6.055551043,2.1045029,1.090936191,1.201332215,1.234256303,5.821051396,4.014983595,2.598594913,1.82214482,0.731780051,0.373494213,0.407846872,0.428261569,0,0.213452131,0.98066601,8,8.333333333,9,978.5066582,1068.289416,1233.706679,13.5162799,66,70.66666667,77,21.81560562,0.685755837,0.729956384,0.835134276,872.0477561,898.8178707,927.0265747,4.142401,4.625410913,5.09164112,1.233581911,1.439178602,1.587922975,0.038413244,0.051524396,0.062592392,6.305527743,9.345406249,10.88246041,8.836169494,12.82860371,9.252164615,2.31633253,2.965376731,4.03407214,4.225740453,4.461570877,3.359479682,18.84538239,59.02613649,101.8329476,111,119,123,43.60224579,51.22054855,56.90156829,0.603828303,0.7845037,0.88009088,0.829670456,0.876627771,0.910101615,1,6,0
M_F_04_I_06,55,1,7.908770006,2.252705321,5.267911852,1.467733275,0.418618862,0.350067851,0.357644653,0.311549607,2.675053544,1.139380821,1.001281757,0.534009899,0.286866777,0.23758836,0.205292054,0.161129113,0,0.166724645,0.899203778,5,13.66666667,45,757.3338627,920.5367842,1202.891405,36.46538969,61,70,83,10.77756481,0.471023832,0.51775815,0.619907242,769.7105011,909.9257708,999.6440391,4.349215222,5.135472837,6.6457651,1.173820604,1.615041689,2.040652676,0.043030279,0.073905335,0.123645348,8.236486163,9.473815003,7.425107794,10.16202067,9.857157314,8.226002239,1.418268549,1.576777663,1.465757538,2.343519464,6.151625378,4.279229698,3.664653804,62.64840955,119.6250816,113,119.8571429,123,43.11869096,54.47017775,61.42446879,0.556930702,0.716934577,0.862490637,0.741344355,0.809297954,0.89834023,1,6,0
M_F_04_I_07,56,1,6.324688845,12.42277089,10.4215394,6.0835357,1.729494803,0.69717655,0.609555459,0.567391834,3.527589361,8.690568944,6.381237849,3.372918518,1.161199186,0.539023531,0.515355851,0.432470597,0,0.216969603,0.969651138,19,28,45,1145.265261,1166.027306,1209.741551,6.896868965,62,63.66666667,66,31.20207766,0.776680289,0.797343471,0.819527477,726.4890063,739.3571334,761.7287704,5.2750749,5.553106224,5.867878804,1.372109094,1.472592721,1.560939878,0.031601474,0.039562802,0.043388925,5.271276054,9.267657221,10.80547017,8.760084107,12.36433965,4.114335412,3.682005999,5.246244473,6.554699643,5.919864765,8.423051439,2.643117934,10.72271246,12.14593363,12.84371198,109,111.2857143,114,46.61245558,47.29703539,47.97326654,0.709694881,0.777566293,0.830298903,0.85395086,0.877697098,0.891473059,5,2,0
M_F_04_I_08,57,1,6.248719818,12.85887272,11.75929735,7.375644616,2.000744329,0.991093619,0.892615044,0.842267408,3.248339506,7.729916187,5.207975091,2.779432582,0.758707161,0.438799586,0.330220927,0.298228018,0,0.218110266,0.972517608,20,29.16666667,44,1084.708979,1155.829151,1204.062065,8.538290432,61,62.83333333,66,32.11916749,0.767495658,0.796145919,0.82648325,711.9579473,731.8216098,775.0984131,5.09614582,5.563448531,5.897181293,1.306618316,1.486342562,1.597014049,0.038387351,0.040555112,0.043493314,7.751958181,10.95547963,11.51208999,10.36471386,10.81234739,8.4535388,4.181503638,7.265910198,6.970776333,6.548568357,5.838898314,5.288658233,10.84478561,11.86266406,13.08968463,116,116.5714286,118,45.64158591,46.7404348,48.07512535,0.775925547,0.811379348,0.866735229,0.874060925,0.905106151,0.921860783,5,2,0
M_F_04_I_09,58,1,7.728997992,12.32489334,12.59509416,5.892251344,2.064835703,1.197797532,1.334648961,1.49466134,5.205986437,9.474791444,6.929886701,4.053950508,1.548549098,0.851426642,0.872173837,1.093025613,0,0.219007062,0.976323795,18,22.16666667,36,1168.216353,1232.764331,1288.940586,9.832146794,69,75.33333333,79,37.43892181,0.808021126,0.816670131,0.829088109,824.1851727,862.0268449,897.9206613,4.428863902,4.802539441,5.32870511,1.388159526,1.449562036,1.545102043,0.041596008,0.044657543,0.04688275,8.569413352,9.485404014,7.576755887,7.941797038,8.684812184,7.057561687,6.316030829,7.161578539,5.287272809,5.4964789,6.313974291,5.010321237,3.651305417,5.033913945,6.629126074,116,118.5714286,122,43.02291714,45.16700968,46.86247424,0.736238665,0.790471008,0.832623102,0.879759325,0.896227597,0.907843875,6,1,0
M_F_04_I_10,59,1,8.203663293,11.79975139,10.70947624,6.542032816,2.172902266,0.938616032,1.014677588,0.952025424,6.714684465,9.479409005,7.262473858,3.868678489,1.415156958,0.593914891,0.568657148,0.636292234,0,0.219761698,0.979700851,13,18.33333333,20,1108.717938,1160.691956,1198.561875,5.915616044,65,66.66666667,69,35.93685723,0.805413654,0.819063953,0.828622589,785.0704775,798.1271962,828.438238,4.777440268,5.038989435,5.350352838,1.310793903,1.419459795,1.537301847,0.044411227,0.047227746,0.050531342,9.697284286,10.87205935,10.13781792,9.505867793,8.061481295,7.293511482,6.61940231,6.123702684,6.490731266,6.17465984,6.029798279,3.717422327,3.761440881,4.093578228,4.822635431,112,114.2857143,118,41.50691779,42.87880072,45.79614713,0.753789484,0.802028162,0.833375895,0.884148093,0.897814436,0.907689667,6,1,0
M_V_01_F_01,60,1,9.029484796,9.886342786,11.5163651,8.829758223,2.891320759,1.798146853,1.796726701,1.741087682,5.29601653,5.630434438,5.374368287,5.476987335,1.807693397,1.00745937,1.076157829,0.892475946,0,0.213450893,0.973665217,8,21.16666667,42,1262.688103,1348.973109,1405.348951,4.977476603,79,82.66666667,87,39.50584543,0.803079889,0.838528468,0.85173339,871.0512665,909.5347879,947.3976023,3.334469054,3.597563768,4.027758564,0.976641324,1.048711032,1.161492462,0.037790813,0.044263697,0.053450862,10.83390046,10.89121362,13.96770207,9.009615645,11.14528555,7.717601321,5.729128246,6.436181429,6.579403629,4.970471296,4.897841423,3.953538902,3.359920014,6.842492434,13.05322637,110,115.1428571,118,40.05202616,43.40088755,49.18479941,0.751037268,0.788143393,0.833306193,0.883172279,0.898947917,0.911480368,5,1,1
M_V_02_G_01,61,1,7.234488311,5.940641614,8.236927715,2.69959281,1.305341718,1.572426986,1.85519622,0.684071797,4.067058759,2.913602368,6.431759267,1.816835972,0.736583247,0.830462198,1.013659044,0.361089454,0,0.21454801,0.966984805,9,33.33333333,39,1184.439182,1259.395827,1330.983672,8.109602105,87,89.5,92,23.33575741,0.714039361,0.741883075,0.78374485,891.187878,918.5096075,935.4955007,3.133760309,3.634397686,3.961241436,0.989422535,1.159851214,1.214158382,0.040972026,0.047651671,0.052542225,8.556612719,8.496868848,7.355195824,9.83980647,10.33411491,7.868741007,4.949244432,4.464357945,3.94146417,4.935753636,4.859026693,5.025775362,9.501644594,14.09567361,17.99403113,117,118.7142857,120,46.53537522,47.62522406,48.66786827,0.71693427,0.796450817,0.860196009,0.830392347,0.877254167,0.903804312,1,6,0
M_V_02_H_01,62,1,6.776378742,5.161210864,7.608561556,1.763413623,1.177889036,0.895471765,1.17248052,0.723604183,3.626514329,3.709176883,5.370528261,1.08471393,0.806281756,0.631815943,0.945999603,0.547608628,0,0.21184146,0.962783628,9,28.83333333,40,1174.588404,1219.80535,1291.462283,12.54971737,84,89.33333333,95,20.6042741,0.682720978,0.728126213,0.75809053,914.9194606,946.1891188,969.3534804,3.768220391,3.949289569,4.301710375,1.246732273,1.297826584,1.399522718,0.048574405,0.052564404,0.061581047,9.097041048,11.13330218,7.216228961,10.95306689,13.91024779,7.565795711,5.57724528,6.395858583,3.429500245,5.985718601,6.228908335,2.997752842,9.634532617,21.5054314,29.94421897,112,115.2857143,120,41.65032028,45.6491733,48.98267926,0.740736888,0.787812742,0.84952265,0.853329703,0.891288138,0.919751318,4,3,0
